researcher_name,profile_url,google_scholar_id,affiliation,researcher_total_citations,researcher_keywords,researcher_homepage,paper_title,paper_citations,paper_year,paper_url,paper_abstract
Ellen Zegura,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ&hl=en,Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",22306,"Computer Networks, Mobile and Wireless Networks, Internet Topology, Humanitarian Computing",Homepage not specified,Agile virtualized infrastructure to proactively defend against cyber attacks,89,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z6EHuGcAAAAJ&pagesize=50&citation_for_view=Z6EHuGcAAAAJ:0N-VGjzr574C,"DDoS attacks have been a persistent threat to network availability for many years. Most of the existing mitigation techniques attempt to protect against DDoS by filtering out attack traffic. However, as critical network resources are usually static, adversaries are able to bypass filtering by sending stealthy low traffic from large number of bots that mimic benign traffic behavior. Sophisticated stealthy attacks on critical links can cause a devastating effect such as partitioning domains and networks. In this paper, we propose to defend against DDoS attacks by proactively changing the footprint of critical resources in an unpredictable fashion to invalidate an adversary's knowledge and plan of attack against critical network resources. Our present approach employs virtual networks (VNs) to dynamically reallocate network resources using VN placement and offers constant VN migration to new resources. Our approach has two …"
Ellen Zegura,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ&hl=en,Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",22306,"Computer Networks, Mobile and Wireless Networks, Internet Topology, Humanitarian Computing",Homepage not specified,Diversity in DNS performance measures,89,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z6EHuGcAAAAJ&pagesize=50&citation_for_view=Z6EHuGcAAAAJ:olpn-zPbct0C,"DNS is a critical component of the operation of Internet applications. However, DNS performance in the wide-area is not well understood. A number of studies present DNS performance measurements [1], [2], [3], [4], but the measurements are out of date, are not collected at client locations (e.g., they are taken at root servers), or are collected at very few client locations.In this paper we present the largest known study of wide-area DNS performance at clients. We use data obtained under a variety of network environments such as location in the Internet topology, connection technology and client ISP. We identify DNS system performance measures and investigate the degree to which they vary from site to site. We report on measures that are relatively consistent throughout the system such as the fraction of names whose lookups succeed, and those that vary widely, such as overall response times and response times …"
Ellen Zegura,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ&hl=en,Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",22306,"Computer Networks, Mobile and Wireless Networks, Internet Topology, Humanitarian Computing",Homepage not specified,Eiffel: Efficient and flexible software packet scheduling,88,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z6EHuGcAAAAJ&pagesize=50&citation_for_view=Z6EHuGcAAAAJ:nZcligLrVowC,"Packet scheduling determines the ordering of packets in a queuing data structure with respect to some ranking function that is mandated by a scheduling policy. It is the core component in many recent innovations to optimize network performance and utilization. Our focus in this paper is on the design and deployment of packet scheduling in software. Software schedulers have several advantages over hardware including shorter development cycle and flexibility in functionality and deployment location. We substantially improve current software packet scheduling performance, while maintaining flexibility, by exploiting underlying features of packet ranking; namely, packet ranks are integers and, at any point in time, fall within a limited range of values. We introduce Eiffel, a novel programmable packet scheduling system. At the core of Eiffel is an integer priority queue based on the Find First Set (FFS) instruction and designed to support a wide range of policies and ranking functions efficiently. As an even more efficient alternative, we also propose a new approximate priority queue that can outperform FFS-based queues for some scenarios. To support flexibility, Eiffel introduces novel programming abstractions to express scheduling policies that cannot be captured by current, stateof-the-art scheduler programming models. We evaluate Eiffel in a variety of settings and in both kernel and userspace deployments. We show that it outperforms state of the art systems by 3-40x in terms of either number of cores utilized for network processing or number of flows given fixed processing capacity."
Ellen Zegura,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ&hl=en,Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",22306,"Computer Networks, Mobile and Wireless Networks, Internet Topology, Humanitarian Computing",Homepage not specified,Collaborative data work towards a caring democracy,86,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z6EHuGcAAAAJ&pagesize=50&citation_for_view=Z6EHuGcAAAAJ:BJbdYPG6LGMC,"Researchers in human-centered computing have surfaced a feminist ethic of care in interaction with technologies, in data collection, and in data work. Drawing on two years of ethnographic fieldwork, we consider how democratic caring might be enacted and sustained through collaborative data work. We employ philosopher Joan Tronto's theory of caring democracy to structure our analysis of a resident-led initiative that uses data to organize and address issues of neglect and abandonment in their neighborhood. Adding to the CSCW literature on sociotechnical systems of care, we look particularly at Tronto's concept of caring democracy where caring needs and the ways in which they are met are an ongoing and inclusive process of assigning and reassigning caring responsibilities, characterized by both equality of voice and freedom from domination. This work develops grounded insight into the practice of …"
Ellen Zegura,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ&hl=en,Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",22306,"Computer Networks, Mobile and Wireless Networks, Internet Topology, Humanitarian Computing",Homepage not specified,Bootstrapping in gnutella: A measurement study,84,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z6EHuGcAAAAJ&pagesize=50&citation_for_view=Z6EHuGcAAAAJ:1qzjygNMrQYC,"To join an unstructured peer-to-peer network like Gnutella, peers have to execute a bootstrapping function in which they discover other on-line peers and connect to them. Until this bootstrapping step is complete, a peer cannot participate in file sharing activities. Once completed, a peer’s search and download experience is strongly influenced by the choice of neighbor peers resulting from the bootstrapping step. Despite its importance, there has been very little attention devoted to understanding the behavior of this bootstrapping function. In this paper, we study the bootstrapping process of a peer in the Gnutella network. We find that (1) there is considerable variation among various servent implementations, and hence in their bootstrapping performance. (2) The neighbors of a peer, which are the outcome of the bootstrapping process, play a very important role in the peer’s search and download performance. (3 …"
Ellen Zegura,https://scholar.google.com/citations?user=Z6EHuGcAAAAJ&hl=en,Z6EHuGcAAAAJ,"Professor of Computer Science, Georgia Tech",22306,"Computer Networks, Mobile and Wireless Networks, Internet Topology, Humanitarian Computing",Homepage not specified,Bowman and CANEs: Implementation of an active network,77,1999,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Z6EHuGcAAAAJ&pagesize=50&citation_for_view=Z6EHuGcAAAAJ:5ugPr518TE4C,"In parallel with active networks research, e orts have been underway to de ne and standardize an architectural framework. The framework divides the functionality of an active network node into two components: an Execution Environment (EE) de nes a programming interface that allows users to control the active network, a NodeOS de nes a set of basic functions to access and manage the resources of the active node. EEs use the abstractions provided by the NodeOS to build a virtual machine made available to users. Feedback from implementation e orts is critical for re ning the standards being developed. We are building an active network comprised of the CANEs execution environment and the Bowman NodeOS. Bowman is constructed by layering activenetwork-speci c operating system functionality on top of a standard host operating system. The host operating system provides low level mechanisms; Bowman provides a channel communication abstraction, an a-ow computation abstraction and a state-store memory abstraction, along with an extension mechanism to enrich the functionality. The CANEs EE provides a composition framework for active services based on customizing a generic underlying program by injecting code to run in speci c points called slots. This paper reports on our experience in implementing Bowman, instantiating CANEs on top of Bowman, and developing applications within CANEs."
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Social justice-oriented interaction design: Outlining key design strategies and commitments,525,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:RYcK_YlVTxYC,"In recent years, many HCI designers have begun pursuing research agendas that address large scale social issues. These systemic or ""wicked"" problems present challenges for design practice due to their scope, scale, complexity, and political nature. In this paper, we develop a social justice orientation to designing for such challenges. We highlight a breadth of design strategies that target the goals of social justice along six dimensions -- transformation, recognition, reciprocity, enablement, distribution, and accountability -- and elaborate three commitments necessary to developing a social justice oriented design practice -- a commitment to conflict, a commitment to reflexivity, and a commitment to personal ethics and politics. Although there are no easy solutions to systemic social issues, a social justice orientation provides one way to foster an engagement with the thorny political issues that are increasingly …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,"Disclosure, stress, and support during gender transition on Facebook",295,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:YFjsv_pBGBYC,"Social computing technologies, such as social networking sites (SNSs), often privilege people who fit within expected, static categories. Thus, users embarking on major identity changes, such as gender transition, often encounter stress when using SNSs to interact with their online social networks. To address this problem and reflect on the design of SNSs and other social computing systems, we present the results of a comprehensive online survey of transgender and gender non-conforming SNS users. Our findings indicate that although Facebook can be a stressful place for gender transition due to difficulties of transition disclosure, support from one's Facebook network can help to mitigate some of this stress. We examine Facebook both as a site of stress and as a site of support. Better understanding the relationships between stress, disclosure, and support on SNSs for these particular users can inform technology …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,""" Will I always be not social?"" Re-Conceptualizing Sociality in the Context of a Minecraft Community for Autism",283,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:lSLTfruPkqcC,"Traditional face-to-face social interactions can be challenging for individuals with autism, leading some to perceive and categorize them as less social than their typically-developing peers. Individuals with autism may even see themselves as less social relative to their peers. Online communities can provide an alternative venue for social expression, enabling different types of communication beyond face-to-face, oral interaction. Using ethnographic methods, we studied the communication ecology that has emerged around a Minecraft server for children with autism and their allies. Our analysis shows how members of this community search for, practice, and define sociality through a variety of communication channels. These findings suggest an expansion in how sociality has traditionally been conceptualized for individuals with autism."
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Digital footprints and changing networks during online identity transitions,181,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:J_g5lzvAfSwC,"Digital artifacts on social media can challenge individuals during identity transitions, particularly those who prefer to delete, separate from, or hide data that are representative of a past identity. This work investigates concerns and practices reported by transgender people who transitioned while active on Facebook. We analyze open-ended survey responses from 283 participants, highlighting types of data considered problematic when separating oneself from a past identity, and challenges and strategies people engage in when managing personal data in a networked environment. We find that people shape their digital footprints in two ways: by editing the self-presentational data that is representative of a prior identity, and by managing the configuration of people who have access to that self-presentation. We outline the challenging interplay between shifting identities, social networks, and the data that suture them …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Stewarding a legacy: responsibilities and relationships in the management of post-mortem data,146,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:blknAaTinKkC,"This paper extends research on the giving and inheriting of digital artifacts by examining social network site accounts post-mortem. Given the important role that social network sites play in online bereavement practices, we conducted a series of in-depth qualitative interviews to explore issues around inheritance and post-mortem data management of Facebook accounts. We found that participants focused less on ownership of the data, and instead on the duties and potential conflicts associated with maintaining an account post-mortem. Subsequently, we argue for 'stewardship' as an alternative to inheritance for framing post-mortem data management practices. Analysis of post-mortem data management activities highlights how stewards are accountable and responsible to the deceased and various survivors. However, weighing competing responsibilities is complicated by varied relationships with disparate …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Watch me code: Programming mentorship communities on twitch. tv,144,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:4OULZ7Gr8RgC,"Live streaming-an emerging practice of broadcasting video of oneself in real time to an online audience-is often used by people to portray themselves engaged in a craft such as programming. Viewers of these 'creative streams' gather to watch the streamer at work and to interact with the streamer and other audience members. However, little is known about how creative streamers engage with their audience, how their viewership communities form and operate, and how creative streams may support learning. In this study, we used a participant-observer method to study game development streams on the live streaming site Twitch.tv. We found that live streams support the growth of learning-focused communities that mentor both the streamer and each other during and after streams. We show the influence of streamers in creating a space for learning and motivating learners. Finally, we discuss implications for online …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Worker-centered design: Expanding HCI methods for supporting labor,116,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:NhqRSupF_l8C,"HCI has long considered sites of workplace collaboration. From airline cockpits to distributed groupware systems, scholars emphasize the importance of supporting a multitude of tasks and creating technologies that integrate into collaborative work settings. More recent scholarship highlights a growing need to consider the concerns of workers within and beyond established workplace settings or roles of employment, from steelworkers whose jobs have been eliminated with post-industrial shifts in the economy to contractors performing the content moderation that shapes our social media experiences. This one-day workshop seeks to bring together a growing community of HCI scholars concerned with the labor upon which the future of work we envision relies. We will discuss existing methods for studying work that we find both productive and problematic, with the aim of understanding how we might better bridge …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Low-wage precarious workers' sociotechnical practices working towards addressing wage theft,113,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:ldfaerwXgEUC,"Nearly 40 million workers in the USA, a third of the working population, are low-wage, meaning they make less than $11.65 per hour. These workers face the pervasive and detrimental challenge of wage violations, also known as wage theft, which is any illegal activity by an employer that denies benefits or wages to employees. We interviewed 24 low-wage workers who experienced wage theft and sought justice about their work practices, challenges, and information technology usage. Based on these interviews, we identify three key sociotechnical practices these workers engaged in to address their wage theft: 1) identifying wage and payment discrepancies; 2) tracking and documenting work; and 3) pursuing wage claims. Seeking to leverage HCI research to interrupt uneven social, economic, and information relations in the low-wage workplace, we ultimately reflect on the possibility and limits of several key …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,"Exploring social justice, design, and HCI",110,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:vV6vV6tmYwMC,"The aim of this one-day workshop is to share existing research, discuss common practices, and to develop new strategies and tools for designing for social justice in HCI. This workshop will bring together a set of HCI scholars, designers, and community members to discuss social justice perspectives on interaction design and technology. We will explore theoretical and methodological approaches in and around HCI that can help us generatively consider issues of power, privilege, and access in their complexity. We will discuss the challenges associated with taking a justice approach in HCI, looking toward existing practices we find both productive and problematic. This workshop will bridge current gaps in research and practice by developing concrete strategies for both designing and evaluating social change oriented work in HCI, where agendas are made clear and researchers are held accountable for the …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,The tools of management: Adapting historical union tactics to platform-mediated labor,85,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:_xSYboBqXhAC,"At the same time that workers' rights are generally declining in the United States (US), workplace computing systems gather more data about workers and their activities than ever before. The rise of large scale labor analytics raises questions about how and whether workers could use such data to advocate for their own goals. Here, we analyze the historical development of workplace technology design methods in CSCW to show how mid-20th century labor responses to scientific management can inform directions in contemporary digital labor advocacy. First, we demonstrate how specific methodological tendencies from industrial scientific management were adapted to work in CSCW, and then subsequently altered in crowd work and social computing research to more closely resemble industrial approaches. Next, we show how three tactics used by labor unions to strategically engage with industrial scientific …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Shared values/conflicting logics: working around e-government systems,81,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:JV2RwH3_ST0C,"In this paper, we describe results from fieldwork conducted at a social services site where the workers evaluate citizens' applications for food and medical assistance submitted via an e-government system. These results suggest value tensions that result - not from different stakeholders with different values - but from differences among how stakeholders enact the same shared value in practice. In the remainder of this paper, we unpack the distinct and conflicting interpretations or logics of three shared values - efficiency, access, and education. In particular, we analyze what happens when social services workers have ideas about what it means to expand access, increase efficiency, and educate the public that conflict with the logics embedded in the e-government system. By distinguishing between overarching values and specific logics, we provide an analytic framework for exploring value tensions as values are …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,"Making"" safe"" community-centered practices in a virtual world dedicated to children with autism",80,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:GnPB-g6toBAC,"The use of online games and virtual worlds is becoming increasingly prominent, particularly in children and young adults. Parents have concerns about risks their children might encounter in these online spaces. Parents dynamically manage the boundaries between safe and unsafe spaces online through both explicit and implicit means. In this work, we use empirical data gathered from a digital ethnog-raphy of a Minecraft server, Autcraft, to explore how par-ents of children with autism continually create a ""safe"" virtual world through both implicit and explicit means. In par-ticular, we demonstrate how their actions in these spaces define and produce ""safety,"" shedding light on our theoreti-cal understanding of child safety in online spaces."
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,E-government intermediaries and the challenges of access and trust,68,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:hMod-77fHWUC,"In this article, we present the results of a study examining challenges related to access and trust for nutrition assistance outreach workers and suggest design implications for these challenges. Outreach workers are e-government intermediaries who assist clients with accessing and using e-government online applications, systems, and services. E-government intermediaries are not typical end users; they use e-government systems on behalf of clients, and as such their challenges differ from those of primary users. We detail social and technical aspects of these challenges to develop a nuanced understanding of access and trust in the ecosystems surrounding e-government systems. First, we describe how the practical accomplishment of access involves multiple stakeholders, actors, and practices. Second, we highlight how trust emerges through the e-government intermediaries’ work to project themselves as …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Social justice in HCI: A systematic literature review,63,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:J-pR_7NvFogC,"Given the renewed attention on politics, values, and ethics within our field and the wider cultural milieu, now is the time to take stock of social justice research in HCI. We surveyed 124 papers explicitly pursuing social justice between 2009 and 2022 to better reflect on the current state of justice-oriented work within our discipline. We identified (1) how researchers understood the social justice-relevant harms and benefits, (2) the approaches researchers used to address harm, and (3) the tools that researchers leveraged to pursue justice. Our analysis highlights gaps in social justice work, such as the need for our community to conceptualize benefits, and identifies concrete steps the HCI community can take to pursue just futures. By providing a comprehensive overview of and reflection on HCI’s current social justice landscape, we seek to help our research community strategize, collaborate, and collectively act toward …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,On making data actionable: How activists use imperfect data to foster social change for human rights violations in Mexico,63,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:u_35RYKgDlwC,"In this paper, we examine how activist organizations, focused on human rights violations (HRVs) in Mexico, obtain and translate data to produce actionable insight for social change. Through interviews with 15 participants working in think tanks, human rights centers, non-governmental organizations, and nonprofit organizations, we identified two key data challenges that impact their work: absent and conflicting data. We then describe how these nonprofits try to understand these issues by building alliances to address specific, detrimental knowledge and data gaps. Next, we articulate how these activists use data to work towards social change by informing citizens, requesting action, and building capacity. Lastly, we propose recommendations on how to design for HRVs-focused data practices, focusing on issues related to addressing technology and infrastructure constraints, designing for safety, and supporting …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,A grand challenge for HCI: Food+ sustainability,61,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:pqnbT2bcN3wC,"E S is produced nor where it is purchased. The industrialization of the food system has led to the paradox that food is as cheap as it has ever been—yet large populations who can’t afford to pay for food go hungry or rely heavily on food banks. The economic-growth paradigm coupled with techno-scientific attempts to “fix” the environment reinforces these practices by focusing on automation and large-scale production. To address these problems, agroecologists and members of grassroots social movements have been developing methodologies and systems to leverage biodiverse ecosystems for food production toward food sovereignty. Food sovereignty asserts control over local production, ecological production and distribution practices for long-term environmental sustainability, and decentralization of the food system. For example, in many places, cash cropping driven by multinational corporations has replaced …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Growing tiny publics: Small farmers' social movement strategies,59,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:fPk4N6BV_jEC,"Drawing from fieldwork of 14 small food farms in the Midwest, we describe the on-the-ground, practical challenges of doing and communicating sustainability when local food production is not well-supported. We illustrate how farmers enact learned and honed tactics of sustainability at key sites such as farmers' markets and the Internet with consumers. These tactics reveal tensions with dominant discourse from government, Big Ag, and popular culture. The success of these tactics depends on farmers having fortitude--control, resilience, and the wherewithal to be exemplars of sustainability. In our discussion, we highlight how the local farmers' social movement work constitutes loosely organized small groups connecting others to an amorphous idea of a sustainable society--one that sustains an environmental, economic, local, cultural, and physical way of life. Using Fine's concept of tiny publics, we identify design …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,It takes a network to get dinner: designing location-based systems to address local food needs,56,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:u-x6o8ySG0sC,"Based on an 18-month qualitative study that included the creation and testing of design considerations and a prototype location-based information system (LBIS), this research provides empirical insight into the daily practices of a wide variety of individuals working to address food insecurity in one U.S. county. Qualitative fieldwork reveals that nonprofit organizations in the food assistance ecology engage in location-based information practices that could be enhanced by the design of a LBIS. Two practices that would benefit from a collaborative LBIS are 1) practices of matching in which nonprofit workers help individuals who are seeking assistance to food resources and 2) practices of distribution in which nonprofit workers help organizations access and deliver food resources to clients. In order to support such practices across organizations the cooperative design component of this research suggests that an LIBS …"
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Parental acceptance of children’s storytelling robots: A projection of the uncanny valley of AI,54,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:nb7KW1ujOQ8C,"Parent–child story time is an important ritual of contemporary parenting. Recently, robots with artificial intelligence (AI) have become common. Parental acceptance of children’s storytelling robots, however, has received scant attention. To address this, we conducted a qualitative study with 18 parents using the research technique design fiction. Overall, parents held mixed, though generally positive, attitudes toward children’s storytelling robots. In their estimation, these robots would outperform screen-based technologies for children’s story time. However, the robots’ potential to adapt and to express emotion caused some parents to feel ambivalent about the robots, which might hinder their adoption. We found three predictors of parental acceptance of these robots: context of use, perceived agency, and perceived intelligence. Parents’ speculation revealed an uncanny valley of AI: a nonlinear relation between the human likeness of the artificial agent’s mind and affinity for the agent. Finally, we consider the implications of children’s storytelling robots, including how they could enhance equity in children’s access to education, and propose directions for research on their design to benefit family well-being."
Lynn Dombrowski,https://scholar.google.com/citations?user=ZCNrpS8AAAAJ&hl=en,ZCNrpS8AAAAJ,"Associate Professor, Georgia Tech's School of Interactive Computing",3448,"Human computer interaction, interaction design, participatory design, social justice, social issues",http://www.lynndombrowski.com/,Feeding the world with data: visions of data-driven farming,54,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:f2IySw72cVMC,"Recent years have seen increased investment in data-driven farming through the use of sensors (hardware), algorithms (software), and networking technologies to guide decision making. By analyzing the discourse of 34 startup company websites, we identify four future visions promoted by data-driven farming startups: the vigilant farmer who controls all aspects of her farm through data; the efficient farmer who has optimized his farm operations to be profitable and sustainable; the enlightened farmer who achieves harmony with nature via data-driven insights; and the empowered farmer who asserts ownership of her farm's data, and uses it to benefit herself and her fellow farmers. We describe each of these visions and how startups propose to achieve them. We then consider some consequences of these visions; in particular, how they might affect power relations between the farmer and other stakeholders in …"
